id,ndvi,mask,doy,year
5,0.8265239013634659,0.0,243.0,2015.0
6,0.8571966513989062,0.0,243.0,2015.0
0,0.7982611302373186,1.0,259.0,2015.0
1,0.6545818316399128,1.0,259.0,2015.0
2,0.4758042958177863,1.0,259.0,2015.0
3,0.13030488496903161,1.0,259.0,2015.0
4,0.542188795478828,0.0,259.0,2015.0
5,0.6545818316399128,1.0,259.0,2015.0
6,0.25048045638295785,1.0,259.0,2015.0
0,-0.014978041656557953,1.0,291.0,2015.0
1,-0.007133672924644674,1.0,291.0,2015.0
2,-0.005599263083918595,1.0,291.0,2015.0
3,9.501606346015577E-4,1.0,291.0,2015.0
4,0.0023781838726695116,1.0,291.0,2015.0
5,-0.007133672924644674,1.0,291.0,2015.0
6,-0.005559237776616539,1.0,291.0,2015.0
0,0.4700371754510578,0.0,307.0,2015.0
1,0.4566311919885869,0.0,307.0,2015.0
2,0.49856103237810695,0.0,307.0,2015.0
3,0.48942476282460534,0.0,307.0,2015.0
4,0.4094223960551484,0.0,307.0,2015.0
5,0.4566311919885869,0.0,307.0,2015.0
6,0.46530674453514825,0.0,307.0,2015.0
0,0.6094576151403633,0.0,323.0,2015.0
1,,0.0,323.0,2015.0
2,0.7854672630548375,0.0,323.0,2015.0
3,0.9685209914368268,0.0,323.0,2015.0
4,0.404068007921953,0.0,323.0,2015.0
5,,0.0,323.0,2015.0
6,0.7656199509260239,0.0,323.0,2015.0
0,0.6644425720964402,1.0,38.0,2016.0
1,0.19707149837764662,1.0,38.0,2016.0
2,0.5792864475359338,1.0,38.0,2016.0
3,0.7459257670314959,1.0,38.0,2016.0
4,-0.03709747685840784,1.0,38.0,2016.0
5,0.19707149837764662,1.0,38.0,2016.0
6,0.48926624026878296,1.0,38.0,2016.0
0,0.5500346765652087,0.0,54.0,2016.0
1,0.11656374243989547,0.0,54.0,2016.0
2,0.42237016937604804,0.0,54.0,2016.0
3,0.28678947444685193,0.0,54.0,2016.0
4,-0.013737884853020726,0.0,54.0,2016.0
5,0.11656374243989547,0.0,54.0,2016.0
6,0.2497234311699468,0.0,54.0,2016.0
0,0.23960875088796235,0.0,70.0,2016.0
1,-0.00459989614930311,0.0,70.0,2016.0
2,0.1544951394321252,0.0,70.0,2016.0
3,0.14250588197370403,0.0,70.0,2016.0
4,-0.06184475774100157,0.0,70.0,2016.0
5,-0.00459989614930311,0.0,70.0,2016.0
6,0.1328515215882432,0.0,70.0,2016.0
0,0.11550168020582521,0.0,86.0,2016.0
1,0.031900964717782775,0.0,86.0,2016.0
2,0.0699025793548722,0.0,86.0,2016.0
3,0.061541052923535206,0.0,86.0,2016.0
4,-0.05526409294398162,0.0,86.0,2016.0
5,0.031900964717782775,0.0,86.0,2016.0
6,0.12429721452856521,0.0,86.0,2016.0
0,0.25734483836991195,0.0,102.0,2016.0
1,0.1471535254412205,0.0,102.0,2016.0
2,0.3166051866592188,0.0,102.0,2016.0
3,0.272094018165372,0.0,102.0,2016.0
4,0.3034224177539735,0.0,102.0,2016.0
5,0.1471535254412205,0.0,102.0,2016.0
6,0.28617345294673846,0.0,102.0,2016.0
0,0.3454454563722924,1.0,118.0,2016.0
1,0.31769188788550495,1.0,118.0,2016.0
2,0.32032319417507166,1.0,118.0,2016.0
3,0.33867260150120243,1.0,118.0,2016.0
4,0.2856266530440167,1.0,118.0,2016.0
5,0.31769188788550495,1.0,118.0,2016.0
6,0.3559610115626847,1.0,118.0,2016.0
0,0.7817149952903413,0.0,134.0,2016.0
1,0.6620957413484182,0.0,134.0,2016.0
2,0.7883502688228572,0.0,134.0,2016.0
3,0.7448121243257664,0.0,134.0,2016.0
4,0.4942430595990426,0.0,134.0,2016.0
5,0.6620957413484182,0.0,134.0,2016.0
6,0.7189176802454214,0.0,134.0,2016.0
0,0.36897193150945257,1.0,150.0,2016.0
1,0.3145598433137337,1.0,150.0,2016.0
2,0.5088794038569027,1.0,150.0,2016.0
3,0.16977976035589898,1.0,150.0,2016.0
4,0.15933656221814094,1.0,150.0,2016.0
5,0.3145598433137337,1.0,150.0,2016.0
6,0.1915724406339899,1.0,150.0,2016.0
0,0.8877172418963114,0.0,166.0,2016.0
1,0.8428362100682413,0.0,166.0,2016.0
2,0.8886941821295248,0.0,166.0,2016.0
3,0.8977062801819927,0.0,166.0,2016.0
4,0.4161392254837205,1.0,166.0,2016.0
5,0.8428362100682413,0.0,166.0,2016.0
6,0.8930136597268139,0.0,166.0,2016.0
0,-0.0016060304309420007,1.0,182.0,2016.0
1,-0.002185325251209984,1.0,182.0,2016.0
2,-0.005343464749481467,1.0,182.0,2016.0
3,-0.007525050055657747,1.0,182.0,2016.0
4,-0.009156281401611415,1.0,182.0,2016.0
5,-0.002185325251209984,1.0,182.0,2016.0
6,-0.009217932399591889,1.0,182.0,2016.0
0,0.8637470586037576,1.0,198.0,2016.0
1,0.8851668715706809,0.0,198.0,2016.0
2,0.9078438377110418,0.0,198.0,2016.0
3,0.8218283007943477,1.0,198.0,2016.0
4,0.8566274623966611,1.0,198.0,2016.0
5,0.8851668715706809,0.0,198.0,2016.0
6,0.8572399890952086,0.0,198.0,2016.0
0,0.868489315580737,0.0,214.0,2016.0
1,0.8538240664270135,0.0,214.0,2016.0
2,0.8803174668905815,0.0,214.0,2016.0
3,0.8433424142159088,0.0,214.0,2016.0
4,0.7042393461926169,1.0,214.0,2016.0
5,0.8538240664270135,0.0,214.0,2016.0
6,0.8364290281577403,0.0,214.0,2016.0
0,0.8763628263015019,0.0,230.0,2016.0
1,0.8569282900804727,0.0,230.0,2016.0
2,0.8891732589784246,0.0,230.0,2016.0
3,0.8516169279706528,1.0,230.0,2016.0
4,0.781241240610849,0.0,230.0,2016.0
5,0.8569282900804727,0.0,230.0,2016.0
6,0.8275498442211633,0.0,230.0,2016.0
0,0.6643447877292715,1.0,294.0,2016.0
1,0.05141483957640116,1.0,294.0,2016.0
2,0.37685640271735327,1.0,294.0,2016.0
3,0.15007932668087762,1.0,294.0,2016.0
4,0.1079022296105906,1.0,294.0,2016.0
5,0.05141483957640116,1.0,294.0,2016.0
6,0.0921616737378757,1.0,294.0,2016.0
0,0.8601669861881837,0.0,24.0,2017.0
1,,0.0,24.0,2017.0
2,,0.0,24.0,2017.0
3,0.7698723681107378,0.0,24.0,2017.0
4,-0.04232237811142495,0.0,24.0,2017.0
5,,0.0,24.0,2017.0
6,,0.0,24.0,2017.0
0,0.04691918922473624,0.0,40.0,2017.0
1,0.03328145535334578,0.0,40.0,2017.0
2,0.04915104325757397,0.0,40.0,2017.0
3,0.03984977296599284,0.0,40.0,2017.0
4,0.029580540249333022,0.0,40.0,2017.0
5,0.03328145535334578,0.0,40.0,2017.0
6,0.02845703889282589,0.0,40.0,2017.0
0,0.43845527734173767,0.0,56.0,2017.0
1,0.3318348878676189,0.0,56.0,2017.0
2,0.37506026469267933,0.0,56.0,2017.0
3,0.19435440498729428,0.0,56.0,2017.0
4,0.031197202642150684,1.0,56.0,2017.0
5,0.3318348878676189,0.0,56.0,2017.0
6,0.17256546202769601,0.0,56.0,2017.0
0,0.35710424627459547,0.0,72.0,2017.0
1,0.11973131714513181,0.0,72.0,2017.0
2,0.18596433420150071,0.0,72.0,2017.0
3,0.20704760061181104,0.0,72.0,2017.0
4,-0.02433294197348031,0.0,72.0,2017.0
5,0.11973131714513181,0.0,72.0,2017.0
6,0.16661508299673217,0.0,72.0,2017.0
0,0.009107996439834048,1.0,88.0,2017.0
1,0.0074342136991635945,1.0,88.0,2017.0
2,0.0061554108491124115,1.0,88.0,2017.0
3,0.006280142215815723,1.0,88.0,2017.0
4,0.006740895126820073,1.0,88.0,2017.0
5,0.0074342136991635945,1.0,88.0,2017.0
6,0.010559630531256864,1.0,88.0,2017.0
0,-0.011864911445780012,1.0,120.0,2017.0
1,-0.006513694184930322,1.0,120.0,2017.0
2,-0.017343280518460902,1.0,120.0,2017.0
3,-0.002586835036253596,1.0,120.0,2017.0
4,-0.0016618535979318829,1.0,120.0,2017.0
5,-0.006513694184930322,1.0,120.0,2017.0
6,-0.010323924237361047,1.0,120.0,2017.0
0,0.6451927204352215,0.0,136.0,2017.0
1,0.5694800557274766,0.0,136.0,2017.0
2,0.6985825452565596,0.0,136.0,2017.0
3,0.5549853407644905,0.0,136.0,2017.0
4,0.3979129356395414,0.0,136.0,2017.0
5,0.5694800557274766,0.0,136.0,2017.0
6,0.5597589256928729,0.0,136.0,2017.0
0,-0.007410746262233146,1.0,152.0,2017.0
1,0.0047688087215099085,1.0,152.0,2017.0
2,0.0015812808603458174,1.0,152.0,2017.0
3,-0.004376921301643801,1.0,152.0,2017.0
4,-0.004723419067426017,1.0,152.0,2017.0
5,0.0047688087215099085,1.0,152.0,2017.0
6,0.0020751910056597818,1.0,152.0,2017.0
0,0.010338317417915717,1.0,168.0,2017.0
1,0.038704935734854846,1.0,168.0,2017.0
2,0.037224601489344936,1.0,168.0,2017.0
3,0.0508380059248276,1.0,168.0,2017.0
4,0.04098380977547708,1.0,168.0,2017.0
5,0.038704935734854846,1.0,168.0,2017.0
6,0.055841303970672725,1.0,168.0,2017.0
0,0.8887637809149944,0.0,184.0,2017.0
1,0.8926638319694024,0.0,184.0,2017.0
2,0.8713867225852515,0.0,184.0,2017.0
3,0.893961610484076,0.0,184.0,2017.0
4,0.8364387190564349,0.0,184.0,2017.0
5,0.8926638319694024,0.0,184.0,2017.0
6,0.887663360925243,0.0,184.0,2017.0
0,-0.002225496787207206,1.0,200.0,2017.0
1,0.014502959697509228,1.0,200.0,2017.0
2,0.04726690928470921,1.0,200.0,2017.0
3,0.03527423711889946,1.0,200.0,2017.0
4,0.012987403241868317,1.0,200.0,2017.0
5,0.014502959697509228,1.0,200.0,2017.0
6,0.011729019999658277,1.0,200.0,2017.0
0,0.15816778824724081,1.0,216.0,2017.0
1,0.48734249835838517,1.0,216.0,2017.0
2,0.19314379957202102,1.0,216.0,2017.0
3,0.40230379434730135,1.0,216.0,2017.0
4,0.35251373885501064,1.0,216.0,2017.0
5,0.48734249835838517,1.0,216.0,2017.0
6,0.37075385776011316,1.0,216.0,2017.0
0,0.8409541062930057,0.0,232.0,2017.0
1,0.8504351073235784,0.0,232.0,2017.0
2,0.8205393471055487,0.0,232.0,2017.0
3,0.8404555282478365,0.0,232.0,2017.0
4,0.7386805654945734,0.0,232.0,2017.0
5,0.8504351073235784,0.0,232.0,2017.0
6,0.8282751245532103,0.0,232.0,2017.0
0,0.8174575957102386,0.0,248.0,2017.0
1,0.8142678778501273,0.0,248.0,2017.0
2,0.7934661475758711,0.0,248.0,2017.0
3,0.7966226721623691,0.0,248.0,2017.0
4,0.7270861199087656,0.0,248.0,2017.0
5,0.8142678778501273,0.0,248.0,2017.0
6,0.7983391345354802,0.0,248.0,2017.0
0,0.4850985351531809,1.0,296.0,2017.0
1,0.4819433709809456,1.0,296.0,2017.0
2,0.46702325364756975,1.0,296.0,2017.0
3,0.47661210671743703,1.0,296.0,2017.0
4,0.43634088105801755,1.0,296.0,2017.0
5,0.4819433709809456,1.0,296.0,2017.0
6,0.49110949609333693,1.0,296.0,2017.0
0,,0.0,312.0,2017.0
1,0.369069036523247,1.0,312.0,2017.0
2,0.9568831373675988,0.0,312.0,2017.0
3,0.6968473892998353,1.0,312.0,2017.0
4,-0.010665144244601066,0.0,312.0,2017.0
5,0.369069036523247,1.0,312.0,2017.0
6,,1.0,312.0,2017.0
0,-0.014404913993161322,0.0,27.0,2018.0
1,-0.01857912243704207,0.0,27.0,2018.0
2,-0.01172720492576939,0.0,27.0,2018.0
3,-0.0162250912323853,0.0,27.0,2018.0
4,-0.020959705728139964,0.0,27.0,2018.0
5,-0.01857912243704207,0.0,27.0,2018.0
6,-0.02018990693175246,0.0,27.0,2018.0
0,-0.00862487294026927,1.0,43.0,2018.0
1,-0.011352650910101597,1.0,43.0,2018.0
2,-0.013068271338791489,1.0,43.0,2018.0
3,-0.016247027905810243,1.0,43.0,2018.0
4,-0.015867405120131736,1.0,43.0,2018.0
5,-0.011352650910101597,1.0,43.0,2018.0
6,-0.01619270284875609,1.0,43.0,2018.0
0,0.49764576984153286,0.0,59.0,2018.0
1,0.09802283904354564,0.0,59.0,2018.0
2,0.38794355095331146,0.0,59.0,2018.0
3,0.26978599274724824,0.0,59.0,2018.0
4,-0.03019369456180725,0.0,59.0,2018.0
5,0.09802283904354564,0.0,59.0,2018.0
6,0.3324027453796308,0.0,59.0,2018.0
0,0.03810767795260473,1.0,91.0,2018.0
1,0.04585850218044247,1.0,91.0,2018.0
2,0.045528647408983665,1.0,91.0,2018.0
3,0.08752460036726947,1.0,91.0,2018.0
4,-0.005965468505333698,0.0,91.0,2018.0
5,0.04585850218044247,1.0,91.0,2018.0
6,0.1066220933196487,1.0,91.0,2018.0
0,0.10912673820312853,0.0,107.0,2018.0
1,0.05803966936507983,0.0,107.0,2018.0
2,0.08493968544540274,0.0,107.0,2018.0
3,0.04486463784975854,0.0,107.0,2018.0
4,-0.02309167486065198,0.0,107.0,2018.0
5,0.05803966936507983,0.0,107.0,2018.0
6,0.08537390336078166,0.0,107.0,2018.0
0,-5.087966002963085E-4,1.0,123.0,2018.0
1,0.40548823781513366,0.0,123.0,2018.0
2,0.40572380325321866,0.0,123.0,2018.0
3,0.40021406234873197,0.0,123.0,2018.0
4,0.3325528164367314,0.0,123.0,2018.0
5,0.40548823781513366,0.0,123.0,2018.0
6,0.4095371113012207,0.0,123.0,2018.0
0,0.7850494688052441,0.0,139.0,2018.0
1,0.6625126718642311,0.0,139.0,2018.0
2,0.7885189677843085,0.0,139.0,2018.0
3,0.7525191303706714,0.0,139.0,2018.0
4,0.4829598361115791,0.0,139.0,2018.0
5,0.6625126718642311,0.0,139.0,2018.0
6,0.7154623569172868,0.0,139.0,2018.0
0,0.6708047050942069,0.0,155.0,2018.0
1,0.7371866850393182,0.0,155.0,2018.0
2,0.7885177949299763,0.0,155.0,2018.0
3,0.8418779078188441,0.0,155.0,2018.0
4,0.7383626247058841,0.0,155.0,2018.0
5,0.7371866850393182,0.0,155.0,2018.0
6,0.8180076747106145,0.0,155.0,2018.0
0,0.5015979696745942,0.0,171.0,2018.0
1,0.641481947918685,0.0,171.0,2018.0
2,0.7111209916943817,0.0,171.0,2018.0
3,0.7564309776205337,0.0,171.0,2018.0
4,0.6881962447024413,0.0,171.0,2018.0
5,0.641481947918685,0.0,171.0,2018.0
6,0.7221687415444461,0.0,171.0,2018.0
0,0.586065375879025,1.0,187.0,2018.0
1,0.5552581364071975,1.0,187.0,2018.0
2,0.477481165745882,1.0,187.0,2018.0
3,0.405618135329172,1.0,187.0,2018.0
4,0.7834550349347014,1.0,187.0,2018.0
5,0.5552581364071975,1.0,187.0,2018.0
6,0.09415350494838305,1.0,187.0,2018.0
0,0.8399705447357924,1.0,203.0,2018.0
1,0.801919223415183,0.0,203.0,2018.0
2,0.7952242943102633,0.0,203.0,2018.0
3,0.836351078814584,0.0,203.0,2018.0
4,0.438687962047146,1.0,203.0,2018.0
5,0.801919223415183,0.0,203.0,2018.0
6,0.8125957005798978,0.0,203.0,2018.0
0,0.8483434235969055,0.0,219.0,2018.0
1,0.835021111411812,0.0,219.0,2018.0
2,0.8241981263536151,0.0,219.0,2018.0
3,0.8419969376432392,0.0,219.0,2018.0
4,0.787565699669294,0.0,219.0,2018.0
5,0.835021111411812,0.0,219.0,2018.0
6,0.8268936458139611,0.0,219.0,2018.0
0,0.6103803584156461,0.0,267.0,2018.0
1,0.6734459866257454,0.0,267.0,2018.0
2,0.7124756613226959,0.0,267.0,2018.0
3,0.6719501037201442,0.0,267.0,2018.0
4,0.6173655535188989,0.0,267.0,2018.0
5,0.6734459866257454,0.0,267.0,2018.0
6,0.6637561365979658,0.0,267.0,2018.0
0,-0.022586360114472407,1.0,283.0,2018.0
1,-0.01926806205077666,1.0,283.0,2018.0
2,-0.022492497732008516,1.0,283.0,2018.0
3,-0.019409979005521535,1.0,283.0,2018.0
4,-0.018029226256616147,1.0,283.0,2018.0
5,-0.01926806205077666,1.0,283.0,2018.0
6,-0.021475314996335725,1.0,283.0,2018.0
0,0.4521565611976072,0.0,299.0,2018.0
1,0.429416551373889,0.0,299.0,2018.0
2,0.44510342425100363,0.0,299.0,2018.0
3,0.4397326626387433,0.0,299.0,2018.0
4,0.39298973102852824,0.0,299.0,2018.0
5,0.429416551373889,0.0,299.0,2018.0
6,0.45766437455864584,0.0,299.0,2018.0
0,0.07529825229745359,1.0,315.0,2018.0
1,0.09374263163241624,1.0,315.0,2018.0
2,0.07429529594017488,1.0,315.0,2018.0
3,0.04082583096991098,1.0,315.0,2018.0
4,0.04768235212102531,1.0,315.0,2018.0
5,0.09374263163241624,1.0,315.0,2018.0
6,0.04240836037501498,1.0,315.0,2018.0
0,-0.02845132052830223,1.0,30.0,2019.0
1,-0.027573869492762436,1.0,30.0,2019.0
2,-0.02962805074616615,1.0,30.0,2019.0
3,-0.030583742118518897,1.0,30.0,2019.0
4,-0.030623449067925686,1.0,30.0,2019.0
5,-0.027573869492762436,1.0,30.0,2019.0
6,-0.03281382170031551,1.0,30.0,2019.0
0,0.09803077085275745,1.0,46.0,2019.0
1,0.009471131187386376,1.0,46.0,2019.0
2,0.07550727633048271,1.0,46.0,2019.0
3,0.07808472277245809,1.0,46.0,2019.0
4,-0.024051418531977637,1.0,46.0,2019.0
5,0.009471131187386376,1.0,46.0,2019.0
6,0.06300285521703954,1.0,46.0,2019.0
0,0.3095717703620873,0.0,62.0,2019.0
1,0.08957871971431086,0.0,62.0,2019.0
2,0.23275544356173658,0.0,62.0,2019.0
3,0.1487508250435996,0.0,62.0,2019.0
4,-0.02160774320715773,0.0,62.0,2019.0
5,0.08957871971431086,0.0,62.0,2019.0
6,0.1558422897491167,0.0,62.0,2019.0
0,0.261569038395839,0.0,78.0,2019.0
1,0.049357019430762344,0.0,78.0,2019.0
2,0.20790131864754166,0.0,78.0,2019.0
3,0.11769739793910707,0.0,78.0,2019.0
4,-0.08723950202733019,0.0,78.0,2019.0
5,0.049357019430762344,0.0,78.0,2019.0
6,0.17055040256494305,0.0,78.0,2019.0
0,0.0539270904523976,1.0,94.0,2019.0
1,0.061905813656536655,1.0,94.0,2019.0
2,0.11614553084354542,1.0,94.0,2019.0
3,0.08872863143077514,1.0,94.0,2019.0
4,0.1243270408613877,1.0,94.0,2019.0
5,0.061905813656536655,1.0,94.0,2019.0
6,0.07507970372677034,1.0,94.0,2019.0
0,0.37664106589170554,0.0,110.0,2019.0
1,0.37374704417606425,0.0,110.0,2019.0
2,0.3775549496445544,0.0,110.0,2019.0
3,0.3810858145604408,0.0,110.0,2019.0
4,0.3078245661141293,0.0,110.0,2019.0
5,0.37374704417606425,0.0,110.0,2019.0
6,0.325867051075003,0.0,110.0,2019.0
0,0.37274099488042584,0.0,126.0,2019.0
1,0.3846086082239603,0.0,126.0,2019.0
2,0.3694890766785803,0.0,126.0,2019.0
3,0.37394320039488194,0.0,126.0,2019.0
4,0.3189625036710024,0.0,126.0,2019.0
5,0.3846086082239603,0.0,126.0,2019.0
6,0.39281180750071065,0.0,126.0,2019.0
0,0.08629166332216776,1.0,142.0,2019.0
1,0.06205812922877983,1.0,142.0,2019.0
2,0.07987672616426271,1.0,142.0,2019.0
3,0.04611605958241485,1.0,142.0,2019.0
4,0.0327962209651264,1.0,142.0,2019.0
5,0.06205812922877983,1.0,142.0,2019.0
6,0.055239399658645855,1.0,142.0,2019.0
0,0.004478915685128451,1.0,158.0,2019.0
1,0.006168449038180422,1.0,158.0,2019.0
2,3.0715929704681666E-4,1.0,158.0,2019.0
3,0.20883698146428892,1.0,158.0,2019.0
4,0.07521377132061045,1.0,158.0,2019.0
5,0.006168449038180422,1.0,158.0,2019.0
6,0.07078710155260631,1.0,158.0,2019.0
0,0.08260465079115932,1.0,190.0,2019.0
1,0.09180356283455739,1.0,190.0,2019.0
2,0.10977316106248275,1.0,190.0,2019.0
3,0.09371254866470723,1.0,190.0,2019.0
4,0.08856724444495875,1.0,190.0,2019.0
5,0.09180356283455739,1.0,190.0,2019.0
6,0.08619811296979966,1.0,190.0,2019.0
0,0.8653881577106849,0.0,206.0,2019.0
1,0.8524571118402915,0.0,206.0,2019.0
2,0.8821565839604912,0.0,206.0,2019.0
3,0.8620141030656517,0.0,206.0,2019.0
4,0.8133684084460768,0.0,206.0,2019.0
5,0.8524571118402915,0.0,206.0,2019.0
6,0.8688004814541003,0.0,206.0,2019.0
0,0.7679941166120771,1.0,222.0,2019.0
1,0.6830482735875006,1.0,222.0,2019.0
2,0.6350429089035738,1.0,222.0,2019.0
3,0.6238309207471405,1.0,222.0,2019.0
4,0.4957390863594596,1.0,222.0,2019.0
5,0.6830482735875006,1.0,222.0,2019.0
6,0.5556704925411784,1.0,222.0,2019.0
0,0.4858293109400495,1.0,238.0,2019.0
1,0.16986044816377846,1.0,238.0,2019.0
2,0.22750351052519685,1.0,238.0,2019.0
3,0.059445802532362035,1.0,238.0,2019.0
4,0.07316383148060837,1.0,238.0,2019.0
5,0.16986044816377846,1.0,238.0,2019.0
6,0.08207048368771304,1.0,238.0,2019.0
0,0.7289932523088362,0.0,254.0,2019.0
1,0.7290847305811307,0.0,254.0,2019.0
2,0.7931155668836433,0.0,254.0,2019.0
3,0.735335231262734,0.0,254.0,2019.0
4,0.6714157281317651,0.0,254.0,2019.0
5,0.7290847305811307,0.0,254.0,2019.0
6,0.7557118445146507,0.0,254.0,2019.0
0,0.363824024748616,1.0,270.0,2019.0
1,0.487374111114618,1.0,270.0,2019.0
2,0.26772754509368024,1.0,270.0,2019.0
3,0.32221474164695857,1.0,270.0,2019.0
4,0.24978359656889002,1.0,270.0,2019.0
5,0.487374111114618,1.0,270.0,2019.0
6,0.2765944560044473,1.0,270.0,2019.0
0,0.09811191178617999,1.0,302.0,2019.0
1,0.08234245138914745,1.0,302.0,2019.0
2,0.07869715674308975,1.0,302.0,2019.0
3,0.06780889966020434,1.0,302.0,2019.0
4,0.05665653824517998,1.0,302.0,2019.0
5,0.08234245138914745,1.0,302.0,2019.0
6,0.06081445110292913,1.0,302.0,2019.0
0,0.051687275247268356,1.0,35.0,2015.0
1,0.04618345675874761,1.0,35.0,2015.0
2,0.04180389082501369,1.0,35.0,2015.0
3,0.05485371025063946,1.0,35.0,2015.0
4,0.03428773220681131,1.0,35.0,2015.0
5,0.04618345675874761,1.0,35.0,2015.0
6,0.044534210696154125,1.0,35.0,2015.0
0,0.41471731437340825,1.0,51.0,2015.0
1,0.38468988871877413,1.0,51.0,2015.0
2,0.37106036592090524,1.0,51.0,2015.0
3,0.2542405982277437,1.0,51.0,2015.0
4,0.0011267900638882347,1.0,51.0,2015.0
5,0.38468988871877413,1.0,51.0,2015.0
6,0.3441781301936285,1.0,51.0,2015.0
0,0.012440358538567078,1.0,83.0,2015.0
1,0.006180786934020105,1.0,83.0,2015.0
2,0.02244013228014642,1.0,83.0,2015.0
3,5.472101960046435E-4,1.0,83.0,2015.0
4,0.022080092795837076,1.0,83.0,2015.0
5,0.006180786934020105,1.0,83.0,2015.0
6,0.006833838866935065,1.0,83.0,2015.0
0,0.22962111865329876,1.0,99.0,2015.0
1,0.21638993527768538,0.0,99.0,2015.0
2,0.31307275766102627,1.0,99.0,2015.0
3,0.3259586370359668,0.0,99.0,2015.0
4,0.27174874394322623,0.0,99.0,2015.0
5,0.21638993527768538,0.0,99.0,2015.0
6,0.31279102916949136,0.0,99.0,2015.0
0,0.35232610777068757,0.0,115.0,2015.0
1,0.37338772422034955,0.0,115.0,2015.0
2,0.36439778271503975,0.0,115.0,2015.0
3,0.37104086320280333,0.0,115.0,2015.0
4,0.3318669863435294,0.0,115.0,2015.0
5,0.37338772422034955,0.0,115.0,2015.0
6,0.38275745915261083,0.0,115.0,2015.0
0,0.47120358881981433,0.0,131.0,2015.0
